Administración;Departamento;Convocatoria;Bases reguladoras;Aplicación presupuestaria;Fecha de concesión;Beneficiario;Importe;Instrumento;Ayuda equivalente
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891768;20/11/2024;***2906** SARAI DE LA HERA PRIETO;437.5;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;437.5
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891769;20/11/2024;***2469** PABLO PALACIN ANDRES;275;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;275
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891770;20/11/2024;***5850** JOKIN HERRERO ONTIVEROS;258;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;258
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891772;20/11/2024;***8545** UNTZIZU LUQUIN EGANA;835;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;835
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891773;20/11/2024;***1326** RAUL FERNANDEZ BUSTILLO;435;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;435
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891774;20/11/2024;***7270** EDUARDO PEREZ ROS;850;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;850
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891775;20/11/2024;***1498** MARIA FRANCISCA DIAZ RIVERA;375;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;375
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891776;20/11/2024;***0551** MIRIAN ISASI ARCE;1122;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1122
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891777;20/11/2024;***6615** LAURA LOPEZ DE VICUNA FERNANDEZ;750;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;750
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891778;20/11/2024;***1414** JOSE LUIS ALDECOA RETOLAZA;450;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;450
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891779;20/11/2024;***7775** JOSUNE MARTINEZ MONASTERIO;1060;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1060
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891780;20/11/2024;***2250** LEIRE ARROYO GARCIA;1339.98;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1339.98
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891781;20/11/2024;***7214** MADDI EGIGUREN HERNANDEZ;418;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;418
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891782;20/11/2024;***5219** INES SAN SEBASTIAN GONZALEZ DE LANGARICA;912;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;912
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891817;20/11/2024;***7383** JOSE ANTONIO GARRIDO PALOMAR;450;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;450
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891875;20/11/2024;***7087** INGRID STEFANIA ZUNIGA ARROYO;149;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;149
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891912;20/11/2024;***0155** CRISTINA RODRIGUEZ TOFE;694;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;694
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115891974;20/11/2024;***7124** RUT FLOREZ JAVARES;420;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;420
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892034;20/11/2024;***3617** LIDE ISASI CORTABERRIA;41;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;41
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892137;20/11/2024;***7322** KOLDO REDONDO SERRANO;429;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;429
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892159;20/11/2024;***9073** YULIYA VRAKOVA GORYNA;786.5;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;786.5
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892177;20/11/2024;***4590** BENJAMÍN JUAN GOMEZ MOLINER;620;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;620
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892215;20/11/2024;***0147** ANDREA ALONSO SARABIA;340;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;340
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892236;20/11/2024;***4165** IVANETH RODRIGUES MENDES;492;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;492
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892254;20/11/2024;***4244** JESSICA QUINTEIRO SANTIAGO;506;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;506
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892270;20/11/2024;***0713** GALDER GOIKOETXEA RUIZ;1058;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1058
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892292;20/11/2024;***0722** DANIEL MAARSCHALKERWEERD CEBALLOS;850;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;850
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892312;20/11/2024;***3966** SANDRA MARÍN LASUEN;850;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;850
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892329;20/11/2024;***3506** LAURA PASCUAL MEZQUITA;530;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;530
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892349;20/11/2024;***0907** JESUS MARIA DELGADO YERAS;745;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;745
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892386;20/11/2024;***7598** MARÍA JOSE SANCHEZ ROBLES;620;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;620
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892400;20/11/2024;***1495** AYLEN MARINERO CAMPOS;450;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;450
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892434;20/11/2024;***7797** CRISTINA RODRIGUEZ MATA;850;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;850
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892452;20/11/2024;***0740** NURIA MARTIN VELASCO;344.5;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;344.5
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892463;20/11/2024;***6844** ZOE POSADA PENA;233;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;233
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892482;20/11/2024;***0686** MARIA ELOISA DELGADO MARTIN;850;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;850
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892495;20/11/2024;***1058** FRANCISCO JAVIER MONDRAGON VIZCARRA;374;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;374
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892507;20/11/2024;***6274** JOSEBA MUNGUIRA ORTEGA;61;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;61
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892538;20/11/2024;***2256** MARIA ELENA GONZALEZ LINARES;450;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;450
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892551;20/11/2024;***9253** CLARA ACUNA RODRIGUEZ;148;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;148
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892563;20/11/2024;***4814** CARMEN IRIBAR ZUBIAUR;527;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;527
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892577;20/11/2024;***9514** ARRATE BAÑUELOS ORMAETXEA;750;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;750
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892590;20/11/2024;***1395** ROMINA GONZALEZ DICK;745;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;745
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892608;20/11/2024;***9726** JULIA JANARIZ MARTINEZ;297;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;297
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892622;20/11/2024;***3332** NEREA ARRIETA BALZA;150;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;150
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892635;20/11/2024;***0988** LAURA VADILLO LEON;745;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;745
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892645;20/11/2024;***6653** JAVIER PEREIRA MAROTO;145;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;145
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892656;20/11/2024;***0823** ALVARO SAIZ PENA;580;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;580
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892667;20/11/2024;***9593** YOLANDA FERNANDEZ PENA;800;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;800
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892685;20/11/2024;***0967** OLAIA BLANCO FERNANDEZ;665;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;665
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892698;20/11/2024;***8988** MARIA CRISTINA MONGE ORMAECHEA;414;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;414
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892732;20/11/2024;***0952** BERBIZ FERRERAS TOLEDO;850;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;850
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892755;20/11/2024;***8723** EIDER MORAN AGUIRRECHEA;1100;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1100
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892768;20/11/2024;***2737** ANA RUTH MUNOZ MEDIAVILLA;850;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;850
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892782;20/11/2024;***7096** ESTIBALIZ ECHEVARRIA LOPEZ;360;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;360
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892810;20/11/2024;***1461** MATEO FRANCISCO BARBAGELATA ALONSO;1448;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1448
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892820;20/11/2024;***6200** MARIA DEL MAR SANCHEZ GUTIERREZ;1300;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;1300
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892834;20/11/2024;***3503** ANDER IRIBARREN IRARAGORRI;275;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;275
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892837;20/11/2024;***7137** SONIA GAMARRA RODRIGUEZ;620;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;620
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892838;20/11/2024;***6941** MARKEL ARRIAGA ORTIZ DE MENDIVIL;530;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;530
BILBAO;AYUNTAMIENTO DE BILBAO;2024_CONCESION DE AYUDAS ECONOMICAS PARA EL APRENDIZAJE DEL EUSKERA;https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/29/II-6112_cas.pdf?hash=ad5e4415caed748e733f06496c2ddbf1;SB115892839;20/11/2024;***9592** JANIRE LOZANO MARTINEZ;684;SUBVENCIÓN y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN;684
